"國家" "性別" "父母教育" "數學" "化學" "地科" "生物" "物理" "電腦" "書桌" "書" "房間" "網路" "書量"
"香港" "男生" "專科" 621.38445 641.05918 594.49627 614.65779 653.99511 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "國小以下" 637.83274 605.79935 644.48386 576.79085 602.43097 "有" "無" "無" "無" "有" "26-100本"
"香港" "男生" "高中" 421.5654 458.51144 419.17902 422.73977 424.51272 "有" "有" "無" "有" "有" "10本以下"
"香港" "男生" "高中" 436.45579 420.34673 445.12498 472.03265 483.91511 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "初中" 415.68375 444.29922 468.7389 424.00393 428.64903 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 489.27422 402.44459 397.42982 403.20509 418.21448 "有" "有" "無" "有" "有" "10本以下"
"香港" "男生" "高中" 462.51785 457.59654 519.59338 504.62819 514.5042 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 395.82714 386.47404 411.2201 384.52716 443.99066 "有" "無" "有" "無" "有" "26-100本"
"香港" "男生" "初中" 417.83808 425.84137 388.1405 393.70693 449.1824 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "初中" 458.03343 477.0939 471.12473 470.29821 519.49136 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 458.39734 429.27784 484.61146 434.44143 447.08408 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "大學以上" 476.87549 496.25432 535.35247 474.76775 548.14656 "有" "有" "有" "有" "有" "200本以上"
"香港" "男生" "高中" 431.21135 402.10187 377.16104 420.97194 408.24288 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "國小以下" 583.78925 484.78648 440.93335 483.6539 528.01428 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "初中" 547.46235 402.94137 364.9806 429.00222 418.70602 "有" "無" "無" "有" "有" "11-25本"
"香港" "男生" "國小以下" 438.03134 535.30337 476.16165 473.05022 490.1252 "有" "無" "有" "無" "有" "10本以下"
"香港" "男生" "高中" 598.01874 489.69431 494.12784 460.0414 535.51079 "有" "無" "有" "無" "有" "26-100本"
"香港" "男生" "大學以上" 534.58149 426.4884 482.54282 497.83043 510.39168 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 430.86565 502.77711 472.8979 486.94492 449.74476 "有" "有" "無" "有" "有" "10本以下"
"香港" "男生" "初中" 399.06239 557.66163 454.63863 539.88802 546.88021 "有" "有" "有" "有" "無" "10本以下"
"香港" "男生" "高中" 478.50066 343.4458 404.7092 360.10735 389.98252 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "國小以下" 462.11729 369.77932 316.41593 298.39616 331.4683 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "初中" 518.476 429.94997 504.57309 462.20705 529.74065 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "國小以下" 511.22103 464.47777 530.10421 455.31469 488.82164 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "初中" 465.93835 340.76929 381.78235 364.13673 286.02062 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "國小以下" 464.88604 446.11931 434.71432 424.22248 407.75963 "有" "無" "有" "無" "有" "10本以下"
"香港" "男生" "高中" 436.43199 418.87056 446.42035 422.00425 494.72577 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "初中" 448.82424 426.44247 418.03248 451.9319 486.26145 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "高中" 412.19376 425.23929 485.17721 471.83472 457.02741 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 401.91304 412.95541 437.28215 450.58339 433.15763 "有" "有" "無" "無" "有" "10本以下"
"香港" "女生" "國小以下" 376.98899 467.29535 447.05789 428.06714 437.86546 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "初中" 464.03128 456.23657 449.00324 440.93532 452.76344 "有" "有" "有" "無" "有" "10本以下"
"香港" "男生" "國小以下" 458.74774 391.76846 444.2091 348.89963 408.16094 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "初中" 438.06151 400.58402 449.98143 391.36366 415.24086 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "國小以下" 451.92462 500.88119 486.71524 501.58965 509.89948 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 413.26293 419.1632 420.13408 411.78628 439.17895 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 432.45528 382.46092 517.43505 433.87067 433.49325 "有" "有" "無" "無" "有" "10本以下"
"香港" "男生" "大學以上" 476.97214 400.30589 448.26412 489.32159 438.83808 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 425.01596 357.54497 445.83824 382.14242 428.42753 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 650.72499 646.36396 643.25188 599.34999 610.79131 "有" "有" "無" "無" "有" "11-25本"
"香港" "男生" "高中" 578.93522 497.15187 538.70285 585.06838 565.2499 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "高中" 592.60033 598.50666 554.94487 575.63198 553.96417 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 634.11436 529.06405 535.87326 538.90907 562.71841 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 666.76043 639.01705 632.34313 605.46154 592.27574 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "高中" 700.85289 524.56472 535.16491 572.75023 563.72136 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 591.43305 455.01791 447.3933 437.47943 457.91078 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "高中" 682.04456 597.50393 631.74695 575.06252 609.03713 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "初中" 622.21072 554.09914 550.96186 566.39798 569.60094 "有" "無" "有" "有" "有" "10本以下"
"香港" "男生" "初中" 539.97967 564.39305 565.73338 571.27275 564.31766 "有" "有" "無" "無" "有" "11-25本"
"香港" "女生" "高中" 683.26324 504.34734 508.09968 560.58277 561.59652 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "高中" 541.73098 557.57882 574.37839 564.43735 548.63789 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 713.71207 591.54928 639.14405 648.90321 638.45403 "有" "無" "有" "無" "有" "26-100本"
"香港" "男生" "高中" 619.02642 568.89336 593.87346 592.55452 630.84416 "有" "無" "有" "無" "有" "26-100本"
"香港" "男生" "高中" 622.60379 526.33517 555.80041 518.54198 521.78587 "有" "有" "有" "無" "有" "10本以下"
"香港" "男生" "初中" 682.11294 642.93819 676.64667 609.86692 668.4154 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 603.76709 557.83403 532.98497 515.69025 548.02032 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "國小以下" 602.13645 525.49697 513.82608 585.17978 537.44152 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "初中" 671.26206 569.88922 551.3204 595.44008 613.85036 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "高中" 660.15642 495.10374 551.19197 538.35609 550.03354 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 679.38005 546.82904 542.69262 496.90626 560.94633 "有" "有" "有" "無" "有" "10本以下"
"香港" "男生" "大學以上" 539.1458 504.53163 485.61638 504.58607 485.25129 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "國小以下" 606.9315 549.48994 583.52816 559.55843 538.0831 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "初中" 558.88721 570.41121 587.43282 606.25315 602.17096 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 581.61738 476.2737 442.51492 446.09291 484.80612 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "國小以下" 573.38374 548.59523 561.48556 500.82271 558.56671 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "初中" 631.70963 595.11602 585.24285 614.62909 627.98511 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "初中" 707.18985 605.40088 646.85256 592.09647 601.89632 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 632.70875 571.11694 603.69644 586.99005 542.81286 "有" "無" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 642.82208 528.9881 533.55169 492.83967 531.70367 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "高中" 582.06867 518.61847 508.53929 583.70677 539.19178 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "初中" 580.97201 434.46729 504.57898 478.84535 452.71434 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "大學以上" 640.3045 550.60965 671.28678 616.54236 690.71409 "有" "有" "有" "無" "有" "26-100本"
"香港" "男生" "國小以下" 665.77281 630.97705 697.08402 649.10015 686.81728 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "國小以下" 486.29396 554.22451 534.77604 539.12642 548.45371 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "初中" 513.19514 499.26809 523.92358 554.96811 555.19397 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "國小以下" 485.9887 456.86244 453.72461 475.02198 509.47634 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "初中" 463.96514 388.63674 370.61784 426.05589 423.64288 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "初中" 535.5586 533.49998 610.28558 589.66634 553.83116 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 427.60382 463.35141 391.09273 452.56944 469.7316 "有" "有" "有" "無" "有" "10本以下"
"香港" "女生" "初中" 424.7031 513.0779 480.69992 454.09275 506.98904 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "國小以下" 557.08484 455.80405 455.16837 434.44002 496.9068 "有" "無" "有" "無" "有" "101-200本"
"香港" "男生" "初中" 636.47305 513.54031 499.10115 547.74983 550.23616 "有" "無" "有" "無" "有" "26-100本"
"香港" "男生" "高中" 541.88651 502.61716 477.56231 475.41947 463.14268 "有" "無" "無" "有" "有" "10本以下"
"香港" "男生" "高中" 537.81897 517.24236 511.61657 505.72585 529.55363 "有" "有" "有" "無" "有" "10本以下"
"香港" "男生" "國小以下" 413.94026 439.93836 432.79352 419.17575 465.98809 "有" "無" "有" "有" "有" "10本以下"
"香港" "男生" "國小以下" 591.09249 491.61293 551.96372 522.60039 567.17365 "有" "無" "有" "無" "有" "10本以下"
"香港" "男生" "初中" 520.94698 494.76538 510.47133 516.34622 524.36134 "有" "無" "有" "無" "有" "26-100本"
"香港" "男生" "高中" 506.36286 454.8274 452.73649 431.81206 460.28396 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 533.3056 553.96384 542.49164 629.01981 577.88295 "有" "無" "有" "無" "有" "26-100本"
"香港" "男生" "國小以下" 425.43138 464.96615 431.35336 460.33295 469.55516 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "初中" 518.00862 583.07775 603.33834 568.9262 553.59974 "有" "無" "有" "無" "有" "10本以下"
"香港" "男生" "國小以下" 555.77588 478.15424 525.57073 427.46332 464.07242 "無" "無" "無" "有" "無" "10本以下"
"香港" "男生" "初中" 467.18273 407.72078 510.25267 513.58647 527.23348 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 570.5209 405.09567 370.44141 426.19784 445.06475 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "國小以下" 476.3137 542.08869 589.33693 542.10124 574.35352 "有" "無" "無" "無" "有" "26-100本"
"香港" "男生" "初中" 626.87704 500.4538 519.29813 493.28758 506.02973 "有" "無" "無" "有" "有" "26-100本"
"香港" "女生" "高中" 564.50942 554.93221 610.53741 551.29781 597.39012 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "大學以上" 677.8302 705.38523 710.39574 692.51847 690.24338 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 501.72234 429.28995 522.37485 480.11323 451.02115 "有" "無" "無" "無" "有" "10本以下"
"香港" "女生" "國小以下" 600.17318 579.25371 581.62285 605.3988 576.46461 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "高中" 559.33046 609.84903 596.31418 593.70074 597.30284 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "高中" 624.30605 530.85708 498.90235 565.80583 545.92723 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "高中" 591.18713 551.73819 616.27482 558.68586 568.32947 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 441.67855 446.80126 454.47475 458.3218 436.5427 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 546.10814 520.46169 511.702 506.01718 535.53251 "有" "有" "有" "無" "有" "200本以上"
"香港" "女生" "國小以下" 554.00211 518.24706 559.43633 561.48512 573.50539 "有" "無" "有" "無" "無" "26-100本"
"香港" "女生" "初中" 519.66171 473.02458 467.10779 505.1001 499.06198 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 562.57475 531.20536 518.70947 562.84334 525.24831 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 565.39736 465.90735 420.95176 518.07291 426.39173 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "國小以下" 515.70422 521.21096 434.97455 509.63303 472.84389 "有" "無" "有" "無" "有" "11-25本"
"香港" "女生" "初中" 499.30052 456.0824 439.2921 503.58127 470.29756 "有" "無" "有" "無" "有" "11-25本"
"香港" "女生" "初中" 631.84024 554.77225 548.39665 579.83964 572.9403 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "國小以下" 555.96482 544.57992 582.93503 586.08846 560.86646 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 577.62246 492.50012 496.48192 527.40402 518.77308 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 620.66097 471.07814 494.39375 495.21274 493.23815 "有" "有" "無" "無" "有" "26-100本"
"香港" "女生" "高中" 578.40705 353.74833 406.28989 436.34609 405.06545 "有" "無" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 564.44796 505.31036 495.83806 552.81326 543.29917 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "大學以上" 548.43465 495.70396 540.30002 525.17553 503.2871 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "大學以上" 529.23336 492.65909 520.75444 493.7729 460.11418 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "大學以上" 594.6083 530.50072 548.75268 557.59115 568.76297 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "高中" 616.86863 513.58658 465.11465 522.60224 515.90225 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "初中" 627.69571 604.89722 637.50694 613.1503 586.24765 "有" "無" "有" "無" "有" "200本以上"
"香港" "女生" "大學以上" 583.1945 577.68196 561.82773 554.17061 570.03466 "有" "有" "有" "無" "無" "11-25本"
"香港" "女生" "高中" 520.72452 410.96958 438.64234 481.83817 502.07836 "有" "無" "有" "有" "有" "10本以下"
"香港" "女生" "高中" 550.05881 480.57848 485.82489 482.44527 468.5868 "有" "有" "有" "有" "有" "10本以下"
"香港" "女生" "專科" 560.5831 540.84209 555.10657 554.21044 554.12762 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "專科" 504.34439 400.46148 353.46878 398.26158 356.04054 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 558.85916 473.97713 483.80666 501.34197 510.05955 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 627.33794 575.52243 594.87434 551.61936 536.40965 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 520.38038 482.32994 536.96852 526.96649 531.80471 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 623.99499 588.13496 628.28538 589.52984 642.32847 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "專科" 677.63947 557.73136 582.021 556.00554 565.08144 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 622.09876 519.82274 523.77585 534.31897 474.4067 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "高中" 576.9382 417.24186 498.32569 451.27505 470.28796 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 687.32118 620.13137 666.59826 631.78219 539.80531 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 630.60078 586.89098 625.04324 599.97181 568.14791 "有" "無" "有" "無" "有" "101-200本"
"香港" "女生" "高中" 568.82155 504.76284 557.8457 503.70882 526.08421 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 622.21195 582.16088 593.54711 576.33062 543.67255 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 634.40039 504.47664 557.08454 499.59815 495.08693 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 657.10464 594.79262 591.18615 545.07529 581.59198 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 572.09813 459.45449 470.11883 513.40796 493.32707 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 622.23809 508.93832 526.50756 526.37074 526.54477 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "大學以上" 640.76283 535.6498 568.56526 571.03085 541.68901 "有" "有" "有" "無" "有" "200本以上"
"香港" "女生" "國小以下" 685.69568 642.04129 648.63861 589.97545 596.71822 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 600.88917 556.40543 600.7955 592.09789 556.7691 "有" "有" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 575.12544 530.0478 543.60359 569.55916 549.16916 "有" "無" "無" "無" "有" "10本以下"
"香港" "女生" "高中" 613.65495 629.12925 617.22769 610.80331 588.96584 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 537.57919 561.93335 517.55747 486.59293 468.16432 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 623.15799 618.30255 614.15991 593.70336 583.46629 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "大學以上" 644.36356 572.31291 619.75046 607.97122 594.6116 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "專科" 669.87299 534.15465 578.20668 547.23057 559.79586 "有" "有" "有" "無" "有" "101-200本"
"香港" "女生" "高中" 602.26305 541.48432 583.82352 584.87732 553.64415 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "高中" 589.229 589.76519 609.12398 560.80012 540.48039 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 651.40165 644.57934 672.11789 615.12904 628.62406 "有" "有" "有" "有" "無" "26-100本"
"香港" "女生" "高中" 680.97572 599.5537 608.73009 624.54308 565.08886 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "初中" 612.12085 526.68782 497.58221 544.66252 470.2765 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "初中" 659.54322 583.37191 564.32638 562.91677 536.57976 "有" "無" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 573.61212 515.23994 453.85685 469.16465 482.36376 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "高中" 643.27606 593.88317 605.20415 653.80821 561.69549 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "高中" 551.77426 411.37929 374.55033 420.6026 425.1543 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "高中" 465.86796 564.99862 612.10207 653.69266 551.51767 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 649.29637 529.25205 533.62633 582.87971 583.83323 "有" "有" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 635.85773 617.56681 628.04021 583.60814 630.58654 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "專科" 559.50297 553.89707 657.76066 581.09715 619.74915 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 538.61596 541.36528 521.44872 507.68473 505.78957 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 602.71367 513.84964 530.30563 541.40031 514.19782 "有" "有" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 505.15323 494.51639 491.22679 462.21807 437.27484 "有" "無" "有" "無" "無" "11-25本"
"香港" "女生" "高中" 516.54625 466.83567 584.89107 521.54724 500.42271 "有" "有" "無" "有" "有" "10本以下"
"香港" "女生" "初中" 506.42934 458.94134 507.88364 491.14703 525.24034 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "初中" 555.58627 461.62308 533.59523 501.07748 538.60236 "無" "無" "無" "有" "無" "10本以下"
"香港" "女生" "高中" 524.15776 525.10624 524.39626 538.63793 548.00734 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 461.54264 432.28692 429.68123 435.11138 467.24549 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 648.6234 545.40001 534.56338 554.78938 574.82859 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "初中" 528.45067 463.20683 454.34218 420.70975 451.5115 "有" "有" "有" "有" "有" "101-200本"
"香港" "女生" "初中" 572.40227 518.88067 474.32104 567.56121 526.25442 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "國小以下" 520.07982 518.21138 414.50807 504.75585 506.14146 "有" "無" "有" "無" "有" "11-25本"
"香港" "女生" "國小以下" 577.79296 542.22639 524.29533 522.93634 523.05473 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 574.13749 530.31359 492.86237 474.75345 500.7065 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "初中" 557.38708 584.30089 580.33752 608.77035 573.41428 "有" "無" "有" "無" "有" "101-200本"
"香港" "女生" "初中" 602.72596 531.04027 517.86386 623.8596 627.80933 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "國小以下" 661.06883 558.721 632.26719 634.4408 558.32601 "有" "無" "無" "無" "有" "10本以下"
"香港" "女生" "大學以上" 520.48106 389.37968 394.05511 429.94167 422.37784 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "高中" 468.99359 426.72452 447.05866 388.79506 428.18574 "有" "無" "有" "無" "有" "10本以下"
"香港" "男生" "高中" 471.40167 408.95582 495.34793 458.12027 488.68416 "有" "無" "無" "無" "有" "10本以下"
"香港" "男生" "高中" 511.33042 449.71989 473.0008 386.89597 467.35438 "有" "有" "有" "無" "有" "10本以下"
"香港" "男生" "初中" 506.0128 430.7946 486.31884 468.59804 489.43125 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "初中" 476.69259 477.09171 498.64844 436.2229 461.5167 "有" "無" "無" "無" "有" "10本以下"
"香港" "男生" "大學以上" 491.48051 600.82441 622.93564 633.29731 681.50115 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "初中" 374.03576 339.24424 330.47527 344.54804 300.81581 "有" "有" "無" "有" "有" "10本以下"
"香港" "男生" "初中" 388.00803 335.17002 429.52727 369.63082 397.43899 "有" "無" "有" "無" "有" "10本以下"
"香港" "男生" "國小以下" 473.67288 411.34634 370.02373 393.36705 401.68211 "有" "無" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 529.66622 539.55076 588.97959 592.82828 616.46544 "有" "無" "有" "無" "有" "26-100本"
"香港" "男生" "高中" 535.81357 551.36164 545.91643 549.8594 588.29099 "有" "無" "有" "無" "有" "11-25本"
"香港" "男生" "國小以下" 467.08362 469.08085 561.74262 470.74513 519.48864 "有" "無" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 491.98231 384.6031 456.14634 471.06156 435.13931 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "高中" 457.21543 459.26627 504.7133 459.41117 526.18798 "有" "有" "無" "有" "有" "10本以下"
"香港" "女生" "高中" 357.31875 454.5137 410.05337 476.52357 425.41486 "有" "無" "有" "無" "無" "10本以下"
"香港" "女生" "國小以下" 414.07211 455.50989 386.32292 413.75902 416.9191 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "大學以上" 522.17248 400.98577 450.44537 445.27337 477.10524 "有" "有" "有" "有" "有" "200本以上"
"香港" "女生" "國小以下" 439.2917 470.7615 466.77882 452.17468 454.98277 "有" "有" "有" "有" "有" "26-100本"
"香港" "女生" "國小以下" 477.9449 443.25917 417.49194 461.86618 424.6634 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "高中" 397.517 409.98768 464.6662 438.17534 426.02653 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 730.25477 667.06035 694.95155 653.15048 660.59724 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "專科" 527.27803 565.40648 609.42971 608.71732 607.4333 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "專科" 680.62499 569.66183 580.59371 588.11226 589.87867 "有" "有" "有" "無" "有" "10本以下"
"香港" "男生" "高中" 588.18619 524.93243 459.23605 478.26815 481.66261 "有" "有" "有" "無" "有" "26-100本"
"香港" "男生" "初中" 627.02252 546.59172 585.45267 590.4455 630.59091 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "初中" 655.90004 651.73181 677.86217 638.13521 690.62986 "有" "有" "有" "有" "有" "10本以下"
"香港" "男生" "大學以上" 693.9082 642.31636 645.38305 600.4734 593.07978 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "專科" 594.20963 594.3398 623.6405 631.62289 602.19387 "有" "有" "有" "有" "有" "200本以上"
"香港" "男生" "高中" 663.46965 617.22267 650.50213 631.65857 623.18627 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "高中" 605.79092 602.87822 624.83178 600.88933 632.93026 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "高中" 672.56576 581.24162 639.05196 569.80204 644.07928 "有" "有" "有" "無" "有" "11-25本"
"香港" "男生" "國小以下" 656.00775 587.29283 626.16764 658.87109 644.26662 "有" "無" "無" "有" "有" "11-25本"
"香港" "男生" "高中" 617.52964 534.27216 561.29658 498.37654 534.67358 "有" "有" "有" "有" "有" "26-100本"
"香港" "男生" "大學以上" 613.41651 553.38457 545.94055 532.45829 551.19263 "有" "有" "有" "有" "有" "101-200本"
"香港" "男生" "高中" 666.55294 592.55266 562.84061 604.63677 623.20951 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "初中" 576.50557 577.21016 545.05991 614.99396 634.16126 "有" "有" "有" "有" "有" "11-25本"
"香港" "男生" "專科" 600.47777 596.05809 671.9767 598.01064 632.82606 "有" "有" "有" "有" "有" "200本以上"
"香港" "男生" "國小以下" 678.12808 583.42232 604.19432 590.85478 589.42553 "有" "無" "有" "無" "有" "10本以下"
"香港" "女生" "初中" 648.12507 575.3844 634.69721 605.10889 614.33405 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 604.65157 555.44067 544.33628 530.06875 551.52771 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 640.5625 603.83469 619.58832 604.5737 616.95393 "有" "無" "有" "無" "有" "200本以上"
"香港" "女生" "國小以下" 596.15949 492.55074 547.10935 549.05099 544.897 "有" "無" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 583.11461 595.88679 581.09715 546.00121 575.37044 "有" "有" "有" "無" "有" "200本以上"
"香港" "女生" "高中" 581.4852 503.81302 498.00021 514.4766 558.42138 "有" "有" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 558.12429 511.38732 534.06135 564.58105 565.82601 "有" "無" "有" "無" "有" "26-100本"
"香港" "女生" "高中" 564.58428 507.07938 497.48979 427.32605 485.19183 "有" "有" "有" "無" "有" "11-25本"
"香港" "女生" "高中" 651.52344 477.98294 470.47585 506.10327 477.1778 "有" "有" "有" "有" "有" "11-25本"
"香港" "女生" "初中" 609.57388 502.59686 563.82349 538.30699 555.23281 "有" "有" "有" "無" "有" "10本以下"
