"國家" "性別" "父母教育" "數學" "化學" "地科" "生物" "物理" "電腦" "書桌" "書" "房間" "網路" "書量"
"韓國" "男生" "大學以上" 655.93792 657.76797 688.69498 697.77012 666.02804 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 625.36696 569.14573 519.89191 519.90162 555.08682 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 726.44645 662.90516 621.47464 638.29156 667.42347 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "專科" 677.12348 558.00446 572.06283 596.11439 590.63688 "有" "有" "有" "無" "有" "200本以上"
"韓國" "男生" "大學以上" 743.60279 721.64787 742.88141 692.18775 673.98402 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 731.86072 631.2602 668.18267 647.22845 686.95444 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 598.33115 648.81003 628.69455 646.14301 656.80986 "有" "無" "有" "無" "有" "26-100本"
"韓國" "男生" "大學以上" 587.0198 520.79907 532.67946 578.88437 576.55986 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "大學以上" 764.3888 523.53198 573.57064 547.1375 596.14211 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "高中" 542.89569 471.79784 442.55388 474.65853 484.27791 "有" "有" "有" "無" "無" "10本以下"
"韓國" "女生" "大學以上" 691.90203 623.05676 600.67405 593.97362 606.85697 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 599.39049 472.78421 511.47319 479.47689 568.91431 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "高中" 608.11933 440.13662 464.8746 468.41833 447.00181 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 721.95688 670.48601 664.14423 705.74453 739.60577 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 668.79979 554.22364 582.27752 564.58487 571.44668 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 641.73447 618.45061 641.56109 651.83318 649.30714 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "高中" 523.89083 474.64696 414.04456 467.62563 534.63768 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "高中" 554.47217 589.63808 535.5648 554.64219 562.1746 "有" "有" "有" "無" "有" "11-25本"
"韓國" "男生" "大學以上" 668.61364 580.91297 555.1548 556.83304 558.72722 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "高中" 589.21794 472.49223 500.50596 468.20731 536.27937 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 721.31743 601.47221 570.79092 624.16599 636.52309 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 632.01745 645.09347 624.28328 652.20579 668.22031 "有" "有" "有" "無" "有" "26-100本"
"韓國" "女生" "大學以上" 575.31695 520.84489 530.25805 493.43138 554.58534 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "大學以上" 669.26884 564.95345 424.5795 484.93291 552.373 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "高中" 676.64091 651.33148 715.48721 705.33405 696.38942 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "初中" 514.91449 522.0748 526.71771 534.43452 578.7147 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 667.60122 593.4333 606.56029 550.6666 632.35426 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "大學以上" 745.23499 632.15775 576.55659 620.52166 643.51441 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 642.87002 583.1694 631.47875 587.42344 652.1604 "有" "有" "有" "無" "有" "26-100本"
"韓國" "男生" "高中" 565.34831 487.30084 454.95069 455.75015 567.35892 "有" "有" "無" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 640.7235 555.96397 546.53368 586.65311 610.72803 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 736.24693 648.44079 632.902 625.10151 666.50093 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 621.02869 532.76391 615.26958 571.75066 593.58311 "有" "有" "有" "無" "有" "200本以上"
"韓國" "女生" "高中" 565.48451 594.14755 600.68126 652.20481 626.73043 "有" "無" "有" "無" "有" "101-200本"
"韓國" "男生" "高中" 581.64945 477.53209 513.6767 465.57925 477.12128 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "高中" 568.90032 555.48235 499.21189 557.75089 582.66421 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "高中" 484.04867 381.06647 422.56966 421.5019 433.62615 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "高中" 604.5261 573.54991 555.91912 565.47642 609.98105 "有" "有" "有" "有" "有" "10本以下"
"韓國" "男生" "大學以上" 546.97318 520.45755 422.26426 485.70378 486.11458 "有" "有" "有" "有" "有" "10本以下"
"韓國" "男生" "大學以上" 586.94126 534.05415 551.27523 552.60977 558.85695 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 679.85928 616.79266 665.33137 687.36317 719.31037 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 607.73296 368.093 357.86194 390.20445 401.23203 "有" "有" "有" "無" "有" "101-200本"
"韓國" "男生" "大學以上" 587.58618 407.86143 447.00585 445.62657 464.00662 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 506.03436 488.55552 511.65094 496.01394 498.5521 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "高中" 529.22666 525.26249 498.08586 515.67584 560.24594 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "高中" 628.38198 519.84532 551.245 537.73721 579.12747 "有" "有" "有" "無" "有" "200本以上"
"韓國" "男生" "大學以上" 650.49337 625.27729 633.38591 642.95499 643.72041 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "高中" 529.58935 492.66051 450.44144 523.04709 559.67092 "有" "有" "有" "無" "有" "10本以下"
"韓國" "男生" "大學以上" 727.65663 547.67367 534.5684 556.13669 619.39868 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "高中" 584.34267 498.70322 478.81109 492.72838 551.60802 "有" "有" "有" "無" "有" "11-25本"
"韓國" "男生" "高中" 432.96903 394.23002 383.07718 423.15483 402.6854 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "高中" 632.56528 563.29015 526.8936 550.26464 520.64456 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 565.92095 457.01301 472.03647 478.51027 487.28088 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "高中" 511.44059 378.43623 358.41317 417.16013 435.53757 "有" "有" "有" "無" "有" "11-25本"
"韓國" "女生" "大學以上" 563.72337 415.22668 457.15256 474.11504 532.05414 "有" "有" "有" "無" "有" "200本以上"
"韓國" "女生" "高中" 685.10662 592.92659 537.6796 616.81056 651.09067 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "初中" 349.50992 486.59271 442.7098 495.1356 468.01942 "有" "無" "無" "無" "無" "101-200本"
"韓國" "女生" "高中" 602.91524 556.00827 573.56628 588.64538 559.6144 "有" "有" "有" "無" "有" "10本以下"
"韓國" "女生" "大學以上" 654.37063 576.19063 596.33109 585.46554 634.81156 "有" "有" "有" "無" "有" "200本以上"
"韓國" "女生" "高中" 554.58368 479.50428 476.30731 473.014 495.93811 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 710.21671 575.90825 505.63136 551.57768 620.71228 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "高中" 571.67511 484.87169 519.02175 516.08457 470.50072 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "高中" 694.52452 542.53005 594.95705 573.66666 587.18689 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "高中" 447.93574 381.18475 346.12154 366.29954 403.21033 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 519.89691 409.31119 470.34666 463.85616 473.4092 "有" "有" "有" "有" "無" "200本以上"
"韓國" "男生" "大學以上" 646.01811 511.27254 522.22537 505.66333 561.42696 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 619.73694 571.52502 549.54057 577.69407 523.27895 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 787.70847 589.94795 577.29887 547.92081 584.16744 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 591.63485 629.13296 555.06925 607.51011 629.08866 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "高中" 667.84614 534.02218 531.68523 521.31298 565.68853 "有" "有" "有" "無" "有" "200本以上"
"韓國" "男生" "大學以上" 705.50837 678.13386 735.63356 703.59864 686.53392 "有" "有" "有" "無" "有" "101-200本"
"韓國" "男生" "高中" 520.62474 436.57707 478.05975 477.69368 476.46312 "有" "有" "有" "無" "有" "11-25本"
"韓國" "男生" "大學以上" 774.50526 655.75738 653.62086 675.1022 688.31778 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 713.40883 594.7876 620.97676 576.44551 628.00878 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "專科" 427.55543 509.02189 505.34724 496.59224 553.58501 "有" "有" "有" "有" "無" "10本以下"
"韓國" "男生" "大學以上" 528.15771 481.52099 362.52111 420.59747 433.09325 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "國小以下" 695.25895 579.5026 573.30135 564.57865 585.28551 "有" "無" "有" "無" "有" "26-100本"
"韓國" "男生" "大學以上" 548.61376 505.82525 475.10108 508.46292 477.01424 "有" "有" "有" "有" "有" "11-25本"
"韓國" "女生" "大學以上" 723.20741 629.89336 650.44244 611.69454 708.64581 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 601.72729 566.51974 599.7166 568.11485 596.48253 "有" "有" "有" "無" "有" "26-100本"
"韓國" "女生" "大學以上" 660.32324 605.88708 509.98939 582.09596 612.84446 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 536.36688 492.18053 480.69796 481.68345 507.32597 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "專科" 507.48142 594.02982 625.72126 608.39522 595.70424 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 704.53428 610.27161 632.75044 602.98198 670.50685 "有" "有" "有" "無" "有" "26-100本"
"韓國" "女生" "高中" 488.34851 485.38899 446.48484 462.16264 519.88744 "有" "有" "無" "無" "有" "26-100本"
"韓國" "女生" "專科" 696.32421 552.38074 577.95441 584.59123 561.6334 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "大學以上" 667.27384 762.25743 758.40754 721.65681 763.39394 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "專科" 476.48286 495.68323 524.96178 539.18512 458.06266 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "專科" 710.0528 626.74647 558.78188 646.52283 673.85811 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "高中" 718.23169 612.50862 570.67526 627.33382 592.14753 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "大學以上" 739.59145 593.79108 607.1531 593.42763 675.69674 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "大學以上" 768.57355 585.45016 605.86078 607.06886 601.50636 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 669.60952 649.23927 673.28134 707.23663 743.6513 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 549.98261 372.89871 419.04776 424.58986 444.94396 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "高中" 704.04087 633.70441 638.9099 663.72885 716.25328 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "大學以上" 730.2236 610.6271 610.07729 661.6374 659.00421 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 486.063 453.14828 453.75188 471.66756 474.70272 "有" "有" "有" "無" "有" "200本以上"
"韓國" "女生" "高中" 586.83556 495.68061 488.82917 546.34742 518.3051 "有" "無" "有" "無" "有" "101-200本"
"韓國" "女生" "大學以上" 611.03401 465.63598 441.99741 454.46024 487.12419 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "大學以上" 697.35965 638.66855 583.58708 636.69559 724.00086 "有" "有" "有" "無" "有" "200本以上"
"韓國" "女生" "大學以上" 685.36908 644.10863 645.50362 631.53767 640.50096 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 670.81635 521.1456 573.14969 526.50276 577.90335 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "大學以上" 676.9989 511.28018 547.76882 526.33888 593.44629 "有" "有" "有" "無" "有" "26-100本"
"韓國" "女生" "大學以上" 672.37861 606.63569 597.28756 574.92297 574.43982 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 607.20781 582.04413 610.55738 521.9862 599.95523 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 717.72029 511.08945 503.29932 554.64939 608.17744 "有" "有" "有" "無" "有" "200本以上"
"韓國" "男生" "大學以上" 560.03527 503.94679 464.51628 502.18289 494.86664 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 814.25423 766.79374 734.97551 747.27205 740.3366 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 507.84087 463.94803 463.11649 465.3057 468.07976 "有" "有" "有" "有" "有" "10本以下"
"韓國" "男生" "大學以上" 702.90878 660.91628 614.89914 659.09739 660.03989 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 668.08302 586.82333 565.83223 589.90998 623.75813 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 649.0196 613.56122 609.59916 603.05596 646.14585 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 715.60729 589.71271 616.90243 637.08981 637.91589 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "高中" 520.34452 551.82057 564.61935 556.21678 613.94365 "有" "有" "有" "有" "有" "11-25本"
"韓國" "男生" "大學以上" 766.90772 632.91422 579.97287 600.15959 636.03514 "有" "有" "有" "無" "有" "101-200本"
"韓國" "男生" "高中" 555.59174 447.62494 498.31227 475.63191 470.94633 "有" "無" "有" "無" "有" "10本以下"
"韓國" "男生" "大學以上" 548.23655 624.72507 584.70755 647.54379 652.76183 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 610.48686 449.51497 407.14391 445.21183 411.31786 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 642.78331 624.74079 640.57167 634.07746 659.52511 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 538.19763 426.69986 526.13451 499.39466 513.01385 "有" "無" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 634.29738 546.04398 447.57137 528.94424 554.119 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "大學以上" 683.64358 652.73651 694.4624 660.5046 672.05536 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 648.24205 680.30485 634.37228 676.63532 647.31509 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 608.92359 476.93754 458.52911 496.43173 485.74426 "有" "有" "有" "無" "有" "11-25本"
"韓國" "女生" "高中" 668.02268 623.90543 535.99023 543.14511 584.32227 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "國小以下" 340.21113 434.7308 386.06978 405.56267 399.27599 "無" "無" "有" "有" "無" "10本以下"
"韓國" "女生" "高中" 684.16046 584.74901 564.69529 616.04307 664.57228 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "專科" 675.39173 687.12847 723.58503 750.94475 732.39241 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 741.24376 659.48997 693.94903 666.35265 704.6975 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 559.74845 476.46159 519.35323 540.72665 567.43268 "有" "有" "有" "無" "有" "11-25本"
"韓國" "女生" "大學以上" 593.04179 563.31132 623.32299 595.75171 594.7541 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 549.83043 453.66176 473.45939 507.58402 526.11651 "有" "有" "有" "無" "有" "200本以上"
"韓國" "女生" "高中" 521.89683 557.61559 533.37581 585.13472 535.40114 "有" "有" "有" "有" "有" "11-25本"
"韓國" "男生" "大學以上" 699.58426 562.8632 456.47564 548.71187 589.45357 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 751.241 633.72579 630.12424 655.09169 653.12211 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 769.44764 635.99258 659.93395 694.07429 676.21906 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 551.6309 554.01436 528.80349 554.28179 557.86131 "有" "有" "有" "無" "有" "26-100本"
"韓國" "男生" "大學以上" 627.18308 546.38561 491.32095 523.93013 552.46531 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 529.58108 536.44577 541.58023 565.18226 570.13221 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 587.08718 537.64087 536.58074 525.34072 588.05421 "無" "有" "有" "無" "無" "26-100本"
"韓國" "女生" "高中" 573.76307 581.66126 556.28847 595.54876 631.45638 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 696.04633 701.5768 758.31567 717.07653 681.57698 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "高中" 522.91238 562.6632 589.15406 585.88137 618.25498 "有" "有" "有" "無" "有" "26-100本"
"韓國" "女生" "高中" 633.95737 564.96152 566.12771 578.32649 576.66657 "有" "無" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 684.22985 624.88438 509.97073 586.84864 584.13482 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "高中" 609.23701 549.36076 573.3187 579.28328 552.67786 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 520.18396 545.15723 578.32114 529.70497 565.0355 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 637.19842 600.66991 540.15425 561.42467 614.92686 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 654.07443 465.91662 497.22759 494.66478 503.899 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 590.52243 574.80513 546.75735 594.57548 616.16222 "有" "有" "有" "有" "有" "10本以下"
"韓國" "男生" "大學以上" 607.63598 642.44086 692.11105 653.40559 708.47243 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 504.33679 504.07107 557.02715 475.18761 557.63359 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "高中" 639.58907 613.82167 533.31623 563.43811 601.07908 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "高中" 659.81451 626.14581 647.75295 656.52759 704.47775 "有" "有" "有" "無" "有" "26-100本"
"韓國" "女生" "大學以上" 724.35457 649.95832 578.82087 630.51017 618.12121 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 638.14626 526.90604 510.29894 523.5154 530.42532 "有" "有" "有" "無" "有" "10本以下"
"韓國" "女生" "大學以上" 686.80095 608.77602 582.28538 601.74575 635.71217 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 636.2031 538.88736 531.3771 565.51134 565.29573 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 744.91019 589.34599 586.19015 625.65274 683.53346 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 691.46347 504.54461 546.28163 568.75457 588.11052 "有" "有" "有" "無" "有" "200本以上"
"韓國" "女生" "大學以上" 633.7729 622.11982 634.97981 695.73453 712.15211 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 775.86048 727.47519 705.09052 709.6612 784.08192 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 681.36634 583.19646 510.28028 589.70256 604.57577 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 586.07409 634.19726 681.22477 651.84333 660.18392 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "大學以上" 723.03791 612.5946 576.48774 599.13787 676.47809 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "高中" 620.82813 515.09755 578.79763 543.56126 565.39502 "有" "有" "有" "無" "有" "101-200本"
"韓國" "男生" "大學以上" 788.24267 720.52904 728.32276 714.34318 736.72566 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "初中" 568.37651 545.56935 486.97558 539.4651 565.15869 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "大學以上" 700.54327 595.01269 650.91511 626.64751 662.05715 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 542.77457 475.47479 504.51755 471.77231 527.16671 "有" "有" "有" "有" "有" "10本以下"
"韓國" "男生" "大學以上" 772.37897 688.43977 669.36675 707.96539 680.95985 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 658.32075 529.8023 571.05617 539.95163 593.35398 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "大學以上" 635.95941 680.01942 554.2364 595.77266 653.39926 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 724.54407 690.86216 730.81651 722.16713 797.47405 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 700.08002 652.00197 620.5102 614.05451 732.09377 "有" "有" "有" "無" "有" "26-100本"
"韓國" "女生" "大學以上" 701.31345 642.61424 572.81024 607.99391 681.42117 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 724.26407 622.02074 578.33881 575.53519 632.87069 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 624.17656 709.71205 785.3546 734.71113 709.57031 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 621.93261 538.39974 553.95675 528.85521 563.70925 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "大學以上" 691.53487 602.68945 610.24946 630.82408 686.58717 "有" "有" "有" "無" "有" "26-100本"
"韓國" "女生" "大學以上" 616.56214 602.15393 576.51949 628.13754 618.21668 "有" "有" "有" "無" "有" "11-25本"
"韓國" "男生" "大學以上" 734.78177 616.67995 648.02846 637.10574 637.08152 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 635.68108 530.51065 538.2209 509.77902 558.47397 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 723.96183 565.79961 584.16428 578.98366 560.87879 "有" "有" "有" "有" "有" "200本以上"
"韓國" "女生" "專科" 626.51961 538.20792 537.29269 597.03518 550.24412 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "高中" 566.75973 578.26495 541.114 565.42045 549.61859 "有" "有" "有" "有" "有" "11-25本"
"韓國" "女生" "高中" 594.22673 533.36413 518.5218 554.92894 487.39784 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "大學以上" 569.46658 506.694 539.55523 552.67054 552.59111 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "高中" 619.7252 551.6318 540.18251 529.04539 541.99573 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "大學以上" 653.08883 556.23478 565.69377 549.27412 576.66504 "有" "有" "有" "無" "有" "26-100本"
"韓國" "女生" "高中" 471.98916 430.2557 402.25768 410.14426 468.03688 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "專科" 635.59114 592.72375 558.81178 566.2055 580.23474 "有" "有" "有" "有" "有" "101-200本"
"韓國" "女生" "高中" 506.78644 470.07999 496.83654 489.54232 494.56309 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "高中" 524.45575 457.89725 411.07967 427.69987 485.72058 "有" "有" "有" "有" "有" "26-100本"
"韓國" "女生" "大學以上" 551.84543 507.51757 455.23744 544.31871 549.87271 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "大學以上" 657.13984 571.34695 585.82408 586.09719 599.34857 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 500.83015 421.29142 550.07424 496.01645 455.68327 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 618.21948 535.76033 545.14359 555.47558 527.45727 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 591.56535 609.13358 662.4865 624.86648 638.85218 "有" "有" "有" "無" "有" "26-100本"
"韓國" "男生" "高中" 674.29484 590.28009 676.83139 627.44708 648.8959 "有" "有" "有" "無" "有" "200本以上"
"韓國" "男生" "高中" 524.07653 434.37477 450.01143 481.45268 534.09452 "有" "有" "有" "無" "無" "10本以下"
"韓國" "男生" "高中" 631.28906 485.64202 557.83501 498.53268 545.1616 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 657.92778 539.40782 533.03898 519.32388 556.64919 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "大學以上" 732.06921 561.12723 588.28837 580.65623 663.87353 "有" "有" "有" "無" "有" "101-200本"
"韓國" "男生" "大學以上" 574.82164 638.83145 562.31786 616.51061 632.08203 "有" "有" "有" "有" "有" "10本以下"
"韓國" "男生" "高中" 645.26167 597.29825 633.25465 623.94962 587.74859 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 627.11604 541.95459 498.36159 515.13465 530.60765 "有" "有" "有" "有" "有" "26-100本"
"韓國" "男生" "專科" 501.57564 456.61344 530.34654 474.50282 534.55716 "有" "有" "有" "有" "有" "10本以下"
"韓國" "男生" "大學以上" 760.22807 642.2534 592.01398 603.77053 672.73622 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 652.84324 663.74008 719.47022 629.75533 714.57537 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 433.75776 403.15676 407.85412 455.26242 422.83219 "有" "有" "有" "有" "有" "11-25本"
"韓國" "男生" "高中" 615.21017 593.0728 665.70835 598.89084 611.91843 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "高中" 556.04951 460.09454 446.15892 422.59334 412.42709 "有" "有" "有" "有" "有" "10本以下"
"韓國" "女生" "大學以上" 658.40254 604.36388 675.44753 656.05383 656.15334 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 649.45447 591.55004 721.37563 648.25901 648.20478 "有" "有" "有" "有" "有" "11-25本"
"韓國" "男生" "大學以上" 745.75757 601.90254 584.70951 619.06589 629.81065 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 808.89035 721.79768 663.96715 703.34921 673.72695 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 751.26581 710.51325 700.48077 696.07103 730.82753 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 790.22717 675.39472 743.91567 667.33858 702.71156 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 565.59066 597.00551 499.95113 548.88361 545.83864 "有" "有" "有" "有" "有" "101-200本"
"韓國" "男生" "大學以上" 690.65218 632.21318 595.50784 590.64278 625.35388 "有" "有" "有" "有" "有" "200本以上"
"韓國" "男生" "大學以上" 550.39468 544.5689 555.96375 550.76819 593.66342 "有" "有" "有" "無" "有" "101-200本"
"韓國" "女生" "大學以上" 838.16877 627.50927 592.22457 634.25466 619.96748 "有" "有" "有" "有" "有" "200本以上"
